datetime,Global_active_power
2006-12-16 17:00:00,4.5873333333333335
2006-12-16 17:30:00,4.1499999999999995
2006-12-16 18:00:00,3.9448
2006-12-16 18:30:00,3.319600000000001
2006-12-16 19:00:00,3.4644
2006-12-16 19:30:00,3.336066666666667
2006-12-16 20:00:00,3.2986000000000004
2006-12-16 20:30:00,3.2385333333333333
2006-12-16 21:00:00,3.032333333333333
2006-12-16 21:30:00,3.080600000000001
2006-12-16 22:00:00,2.5156000000000005
2006-12-16 22:30:00,1.8846666666666672
2006-12-16 23:00:00,1.9071333333333336
2006-12-16 23:30:00,2.216066666666667
2006-12-17 00:00:00,1.984466666666667
2006-12-17 00:30:00,1.7804666666666669
2006-12-17 01:00:00,3.6758
2006-12-17 01:30:00,3.023
2006-12-17 02:00:00,1.6003333333333332
2006-12-17 02:30:00,1.5742000000000003
2006-12-17 03:00:00,1.6459333333333328
2006-12-17 03:30:00,1.6784666666666666
2006-12-17 04:00:00,1.6848
2006-12-17 04:30:00,2.746733333333333
2006-12-17 05:00:00,2.275933333333334
2006-12-17 05:30:00,1.7175333333333336
2006-12-17 06:00:00,1.8559333333333332
2006-12-17 06:30:00,0.7506666666666667
2006-12-17 07:00:00,1.365866666666667
2006-12-17 07:30:00,1.8741999999999996
2006-12-17 08:00:00,1.7884666666666669
2006-12-17 08:30:00,1.992666666666667
2006-12-17 09:00:00,3.170733333333333
2006-12-17 09:30:00,1.9273999999999993
2006-12-17 10:00:00,2.4929999999999994
2006-12-17 10:30:00,4.764799999999998
2006-12-17 11:00:00,2.6535333333333333
2006-12-17 11:30:00,2.2884666666666664
2006-12-17 12:00:00,1.969
2006-12-17 12:30:00,1.8627333333333336
2006-12-17 13:00:00,1.538466666666667
2006-12-17 13:30:00,1.7830666666666668
2006-12-17 14:00:00,2.0638
2006-12-17 14:30:00,2.1214666666666666
2006-12-17 15:00:00,2.4142000000000006
2006-12-17 15:30:00,3.5566
2006-12-17 16:00:00,3.343666666666668
2006-12-17 16:30:00,3.3084000000000007
2006-12-17 17:00:00,3.4910666666666668
2006-12-17 17:30:00,3.322466666666668
2006-12-17 18:00:00,3.6821999999999995
2006-12-17 18:30:00,3.7120000000000006
2006-12-17 19:00:00,2.737733333333333
2006-12-17 19:30:00,3.079066666666667
2006-12-17 20:00:00,3.1574
2006-12-17 20:30:00,3.5655999999999994
2006-12-17 21:00:00,3.1607333333333325
2006-12-17 21:30:00,2.9207999999999994
2006-12-17 22:00:00,1.9499333333333333
2006-12-17 22:30:00,1.0860666666666667
2006-12-17 23:00:00,0.4804
2006-12-17 23:30:00,0.39506666666666657
2006-12-18 00:00:00,0.2966666666666666
2006-12-18 00:30:00,0.2560666666666667
2006-12-18 01:00:00,0.31879999999999986
2006-12-18 01:30:00,0.3078000000000001
2006-12-18 02:00:00,0.28033333333333327
2006-12-18 02:30:00,0.2886
2006-12-18 03:00:00,0.35153333333333336
2006-12-18 03:30:00,0.26833333333333337
2006-12-18 04:00:00,0.7417333333333335
2006-12-18 04:30:00,1.3109333333333335
2006-12-18 05:00:00,0.32640000000000013
2006-12-18 05:30:00,0.26060000000000005
2006-12-18 06:00:00,0.2849333333333334
2006-12-18 06:30:00,0.9350666666666665
2006-12-18 07:00:00,1.5785333333333333
2006-12-18 07:30:00,3.3223333333333334
2006-12-18 08:00:00,2.392466666666666
2006-12-18 08:30:00,1.7718
2006-12-18 09:00:00,1.9718666666666669
2006-12-18 09:30:00,1.2867999999999997
2006-12-18 10:00:00,1.3023999999999998
2006-12-18 10:30:00,1.3168666666666666
2006-12-18 11:00:00,1.4425999999999999
2006-12-18 11:30:00,1.6812666666666662
2006-12-18 12:00:00,1.6801333333333333
2006-12-18 12:30:00,1.8319999999999994
2006-12-18 13:00:00,1.7466666666666668
2006-12-18 13:30:00,1.6174666666666666
2006-12-18 14:00:00,1.601733333333333
2006-12-18 14:30:00,1.8643333333333334
2006-12-18 15:00:00,1.787933333333333
2006-12-18 15:30:00,1.7806666666666666
2006-12-18 16:00:00,1.6822666666666668
2006-12-18 16:30:00,2.2163333333333335
2006-12-18 17:00:00,2.1281333333333334
2006-12-18 17:30:00,2.1816666666666666
2006-12-18 18:00:00,2.520933333333333
2006-12-18 18:30:00,2.284133333333334
2006-12-18 19:00:00,2.7332666666666663
2006-12-18 19:30:00,2.495733333333333
2006-12-18 20:00:00,2.7942666666666662
2006-12-18 20:30:00,3.306866666666666
2006-12-18 21:00:00,2.628533333333334
2006-12-18 21:30:00,1.7109333333333336
2006-12-18 22:00:00,1.4294
2006-12-18 22:30:00,2.0481999999999996
2006-12-18 23:00:00,2.104733333333334
2006-12-18 23:30:00,0.9898
2006-12-19 00:00:00,0.3356666666666666
2006-12-19 00:30:00,1.3386
2006-12-19 01:00:00,0.39406666666666657
2006-12-19 01:30:00,0.312
2006-12-19 02:00:00,0.35960000000000003
2006-12-19 02:30:00,0.2948666666666666
2006-12-19 03:00:00,0.2994
2006-12-19 03:30:00,0.3172
2006-12-19 04:00:00,0.3746
2006-12-19 04:30:00,0.28106666666666663
2006-12-19 05:00:00,0.2981333333333334
2006-12-19 05:30:00,0.31520000000000004
2006-12-19 06:00:00,0.32273333333333326
